web-scraper-order,web-scraper-start-url,villas_links,villas_links-href,Nombres_de_pieces,nbrdeb,superficie,addresse
"1707512992-1654","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa R+2 8 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-8-pieces-keur-massar-3872278","8","3","150 m2","Dakar, Sénégal"
"1707512994-1655","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa r+1 6 pièces à la cité Gendarmerie 2 de Keur Ma...","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-6-pieces-a-la-cite-gendarmerie-2-de-keur-massar-3912198","","","","Fass, Dakar, Sénégal"
"1707512997-1656","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3874553","6","5","600","Almadies, Dakar, Sénégal"
"1707512999-1657","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 9 pièces 300 m² à Lobat Fall","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-300-m-a-lobat-fall-3888361","300 m2","","","Pikine, Sénégal"
"1707513002-1658","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 6 pièces à Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-a-mermoz-3888405","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707513006-1659","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 252 m² avec titre foncier - Ouest-Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-252-m-avec-titre-foncier-ouest-foire-3876162","252","","","Ouest Foire, Dakar, Sénégal"
"1707513009-1660","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 10 pièces - Mermoz-Sacré-Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-mermoz-sacre-coeur-3876289","10","6","590","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707513012-1661","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 5 pièces - Saly Joseph","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-joseph-3914199","5","4","1500 m2","Saly, Sénégal"
"1707513016-1662","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa - Maristes","https://sn.coinafrique.com/annonce/villas/vente-villa-maristes-3914762","300 m2","","","Mariste, Dakar, Sénégal"
"1707513019-1663","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa R+1 - Saint Louis","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-saint-louis-3914830","450","","","Saint Louis, Sénégal"
"1707513023-1664","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa R+2 6 pièces  à Thies Zac nguinté","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-6-pieces-a-thies-zac-nguinte-3877149","6","5","226","Thies, Sénégal"
"1707513026-1665","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 6 pièces 200 m² aux Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-200-m-aux-mamelles-3874627","200","","","Mamelles, Dakar, Sénégal"
"1707513030-1666","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-almadies-3915714","750","","","Almadies, Dakar, Sénégal"
"1707513034-1667","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 10 pièces - Mermoz-Sacré-Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-mermoz-sacre-coeur-3877886","10","6","450","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707513037-1668","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 3 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-dakar-3915798","1","1","150","Dakar, Sénégal"
"1707513040-1669","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 150m² - Grand Yoff","https://sn.coinafrique.com/annonce/villas/vente-villa-150m-grand-yoff-3916050","150 m2","","","Grand Yoff, Dakar, Sénégal"
"1707513043-1670","https://sn.coinafrique.com/categorie/villas?page=31","Vente Villas 220m2 - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villas-220m2-keur-massar-3916861","7","3","220 m2","Keur Massar, Sénégal"
"1707513047-1671","https://sn.coinafrique.com/categorie/villas?page=31","Vente Villas 4 pièces - Sicap liberté","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-sicap-liberte-3916875","4","3","100","Sicap Liberté, Dakar, Sénégal"
"1707513051-1672","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 5 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sicap-liberte-3916881","4","3","150","Sicap Liberté, Dakar, Sénégal"
"1707513054-1673","https://sn.coinafrique.com/categorie/villas?page=31","Location  villa avec jardin  au Point . E","https://sn.coinafrique.com/annonce/villas/location-villa-avec-jardin-au-point-e-3875554","5","5","600 m2","Point E, Dakar, Sénégal"
"1707513065-1674","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa à cité Veuvere","https://sn.coinafrique.com/annonce/villas/vente-villa-a-cite-veuvere-3876678","13","400 m2","","Saint Louis, Sénégal"
"1707513071-1675","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 6 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-ngor-3876710","6","4","500","Ngor, Dakar, Sénégal"
"1707513077-1676","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 10 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-keur-massar-3918350","10","2","170","Keur Massar, Sénégal"
"1707513083-1677","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 10 pièces - Mermoz-Sacré-Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-mermoz-sacre-coeur-3880229","10","5","500","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707513086-1678","https://sn.coinafrique.com/categorie/villas?page=31","Location villa r+2 5 pièces - cité Sipress Zac Mbao sortie ...","https://sn.coinafrique.com/annonce/villas/location-villa-r2-5-pieces-cite-sipress-zac-mbao-sortie-9-3880576","5","3","200 m2","Rufisque, Sénégal"
"1707513091-1679","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 9 pièces - Thiès","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-thies-3919191","9","4","300","Thies, Sénégal"
"1707513123-1680","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 7 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-keur-massar-3919477","","","","Dakar, Sénégal"
"1707513126-1681","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-3882992","5","4","150 m2","Keur Massar, Sénégal"
"1707513130-1682","https://sn.coinafrique.com/categorie/villas?page=30","Vente villas 8 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-rufisque-3881353","","","","Rufisque, Sénégal"
"1707513134-1683","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 4 pièces - Parcelle Assainies U12","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-parcelle-assainies-u12-3920216","4","150","","Parcelle Assainies, Dakar, Sénégal"
"1707513137-1684","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 5 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ouest-foire-3920228","9","4","200","Ouest Foire, Dakar, Sénégal"
"1707513142-1685","https://sn.coinafrique.com/categorie/villas?page=30","Location villas 6 pièces - Fann","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-fann-3878510","6","5","600","Fann, Dakar, Sénégal"
"1707513146-1686","https://sn.coinafrique.com/categorie/villas?page=30","Location villas 10 pièces - Parcelles Assainies","https://sn.coinafrique.com/annonce/villas/location-villas-10-pieces-parcelles-assainies-3878389","10","3","200","Parcelle Assainies, Dakar, Sénégal"
"1707513151-1687","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-3920789","8","2","150 m2","Keur Massar, Sénégal"
"1707513156-1688","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa - Parcelles Assainies U19","https://sn.coinafrique.com/annonce/villas/vente-villa-parcelles-assainies-u19-3921751","15","150","","Parcelle Assainies, Dakar, Sénégal"
"1707513159-1689","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa R+1 - Sicap Belle-Ville","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-sicap-belle-ville-3885853","4","3","242 m2","Mbao, Dakar, Sénégal"
"1707513163-1690","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 9 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-dakar-plateau-3922122","9","5","180","Dakar Plateau, Dakar, Sénégal"
"1707513166-1691","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 4 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3922300","4","2","160","Keur Massar, Sénégal"
"1707513172-1692","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-mbao-3922385","1","1","1200","Mbao, Dakar, Sénégal"
"1707513178-1693","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa - Ngékokh","https://sn.coinafrique.com/annonce/villas/vente-villa-ngekokh-3922506","4","2","300 m2","Thies, Sénégal"
"1707513182-1694","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa - Grand Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-grand-mbao-3922745","","","","Dakar, Sénégal"
"1707513188-1695","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 7 pièces - Ouest-Foire","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-ouest-foire-3883811","7","5","","Rufisque, Sénégal"
"1707513193-1696","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 3 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-sicap-liberte-3922910","3","80","","Sicap Liberté, Dakar, Sénégal"
"1707513198-1697","https://sn.coinafrique.com/categorie/villas?page=30","Location villas 05 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villas-05-pieces-almadies-3881074","5","5","800","Almadies, Dakar, Sénégal"
"1707513201-1698","https://sn.coinafrique.com/categorie/villas?page=30","Location  villas 12 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villas-12-pieces-mermoz-3887872","11","4","650 m2","Keur Massar, Sénégal"
"1707513207-1699","https://sn.coinafrique.com/categorie/villas?page=30","Vente  Villa 4 pièces  - Sendou","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sendou-3902352","8","4","300 m2","Keur Massar, Sénégal"
"1707513212-1700","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 5 piéces - Cité Mame Dior Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-cite-mame-dior-keur-massar-3923995","8","2","150 m2","Keur Massar, Sénégal"
"1707513218-1701","https://sn.coinafrique.com/categorie/villas?page=30","Location Villas 4 pièces - Keur massar","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-keur-massar-3925130","4","3","","Keur Massar, Sénégal"
"1707513221-1702","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 6 pièces - Malikounda","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-malikounda-3925708","6","3","160","Malikounda, Sénégal"
"1707513225-1703","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 4 pièces 600 m² à Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-600-m-a-somone-3885029","600 m2","","","Mbour, Sénégal"
"1707513228-1704","https://sn.coinafrique.com/categorie/villas?page=30","Vente Villas R+2 - Kounoune","https://sn.coinafrique.com/annonce/villas/vente-villas-r2-kounoune-3904952","150 m2","","","Dakar, Sénégal"
"1707513232-1705","https://sn.coinafrique.com/categorie/villas?page=30","Location Villas 7 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-saly-3926739","7","6","500","Saly, Sénégal"
"1707513240-1706","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 5 pièces à Kounoune derrière la base militaire","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-a-kounoune-derriere-la-base-militaire-3927154","4","4","300 m2","Dakar, Sénégal"
"1707513243-1707","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 4 pièces - Kounoune","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-kounoune-3927176","4","4","300 m2","Dakar, Sénégal"
"1707513247-1708","https://sn.coinafrique.com/categorie/villas?page=30","Vente Villa R+1 20 pièces - Saly Carrefour","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-20-pieces-saly-carrefour-3928844","20","19","600 m2","Saly, Sénégal"
"1707513251-1709","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 8 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-keur-massar-3928984","8","1","150","Keur Massar, Sénégal"
"1707513258-1710","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa1200m²  - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa1200m-saly-3890481","1200","","","Saly, Sénégal"
"1707513262-1711","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa r +1 12 pièces à Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-r-1-12-pieces-a-zac-mbao-3890815","150 m2","","","Mbao, Dakar, Sénégal"
"1707513267-1712","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 10 pièces - Jaxay","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-jaxay-3929976","10","6","165 m2","Dakar, Sénégal"
"1707513270-1713","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 5 pièces - Ouagouniayes 2","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ouagouniayes-2-3930032","5","2","300","HLM, Dakar, Sénégal"
"1707513277-1714","https://sn.coinafrique.com/categorie/villas?page=30","Location Villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3930252","5","3","600","Almadies, Dakar, Sénégal"
"1707513281-1715","https://sn.coinafrique.com/categorie/villas?page=30","Location villa meublée 4 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-4-pieces-ngaparou-3930599","3","4","250 m2","Ngaparou, Sénégal"
"1707513286-1716","https://sn.coinafrique.com/categorie/villas?page=30","Vente villa 8 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-keur-massar-3930646","8","150","","Keur Massar, Sénégal"
"1707513289-1717","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 7 pièces à la cité Biagui","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-a-la-cite-biagui-3888762","6","5","","Yoff, Dakar, Sénégal"
"1707513292-1718","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 9 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-almadies-3931239","9","9","200","Almadies, Dakar, Sénégal"
"1707513297-1719","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3892977","","","","Almadies, Dakar, Sénégal"
"1707513301-1720","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3892971","","","","Almadies, Dakar, Sénégal"
"1707513306-1721","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3892979","","","","Almadies, Dakar, Sénégal"
"1707513310-1722","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-3892982","","","","Almadies, Dakar, Sénégal"
"1707513314-1723","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3892981","","","","Almadies, Dakar, Sénégal"
"1707513318-1724","https://sn.coinafrique.com/categorie/villas?page=30","Location villa 4 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-almadies-3892995","","","","Almadies, Dakar, Sénégal"
